Transaction_ID,Date,Customer_ID,Customer_Segment,Region,City,Product_ID,Product,Category,Quantity,Unit_Price,Discount_Percent,Payment_Method,Sales_Channel,Customer_Rating,Delivery_Days,Gross_Sales,Discount_Amount,Net_Sales,Cost,Profit
T00152,2026-06-22,C0094,Regular,East,Bhubaneswar,P010,Air Fryer,Home Appliances,1,9380.05,10.0,UPI,Website,4.3,1,9380.05,938.0,8442.05,7200,1242.05
T00153,2026-05-28,C0047,Premium,East,Patna,P008,Running Shoes,Fashion,1,3943.94,10.0,Net Banking,Website,5.0,7,3943.94,394.39,3549.55,3500,49.55
T00154,2026-04-28,C0081,Budget,North,Delhi,P010,Air Fryer,Home Appliances,1,9137.29,10.0,Debit Card,Marketplace,3.7,1,9137.29,913.73,8223.56,7200,1023.56
T00155,2026-03-11,C0090,Premium,West,Mumbai,P005,Office Chair,Furniture,2,9340.49,20.0,Credit Card,Marketplace,3.8,2,18680.98,3736.2,14944.78,15600,-655.22
T00156,2026-08-08,C0135,Regular,West,Mumbai,P010,Air Fryer,Home Appliances,1,7886.91,5.0,Net Banking,Mobile App,4.0,4,7886.91,394.35,7492.56,7200,292.56
T00157,2026-03-25,C0082,Budget,South,Bengaluru,P008,Running Shoes,Fashion,1,4240.75,0.0,UPI,Website,4.7,3,4240.75,0.0,4240.75,3500,740.75
T00158,2026-07-18,C0149,Premium,North,Lucknow,P001,Laptop,Electronics,3,69686.06,10.0,Net Banking,Mobile App,3.9,9,209058.18,20905.82,188152.36,156000,32152.36
T00159,2026-06-10,C0117,Regular,West,Mumbai,P007,Backpack,Fashion,1,2218.75,10.0,Credit Card,Website,4.3,8,2218.75,221.88,1996.87,1800,196.87
T00160,2026-01-17,C0098,Premium,West,Mumbai,P009,Coffee Maker,Home Appliances,3,5271.7,15.0,Credit Card,Mobile App,4.3,6,15815.1,2372.26,13442.84,14400,-957.16
T00161,2026-02-28,C0138,Budget,South,Hyderabad,P007,Backpack,Fashion,2,1974.26,10.0,Debit Card,Mobile App,3.6,2,3948.52,394.85,3553.67,3600,-46.33
T00162,2026-03-20,C0116,Budget,North,Lucknow,P008,Running Shoes,Fashion,3,3796.96,0.0,Debit Card,Marketplace,5.0,5,11390.88,0.0,11390.88,10500,890.88
T00163,2026-08-15,C0006,Regular,South,Chennai,P001,Laptop,Electronics,2,68925.45,10.0,UPI,Website,3.9,2,137850.9,13785.09,124065.81,104000,20065.81
T00164,2026-03-13,C0055,Regular,North,Jaipur,P002,Smartphone,Electronics,2,35966.56,5.0,Credit Card,Website,4.6,5,71933.12,3596.66,68336.46,56000,12336.46
T00165,2026-08-08,C0129,Premium,South,Hyderabad,P004,Keyboard,Electronics,5,2476.3,10.0,debit card,Mobile App,3.6,6,12381.5,1238.15,11143.35,11000,143.35
T00166,2026-01-16,C0129,Regular,West,Pune,P002,Smartphone,Electronics,5,36315.24,10.0,Cash,Mobile App,3.3,5,181576.2,18157.62,163418.58,140000,23418.58
T00167,2026-07-15,C0025,Budget,West,Ahmedabad,P007,Backpack,Fashion,1,2277.81,0.0,Credit Card,Website,3.5,5,2277.81,0.0,2277.81,1800,477.81
T00168,2026-08-01,C0131,Budget,West,Pune,P006,Study Table,Furniture,3,7222.22,10.0,Credit Card,Website,3.6,7,21666.66,2166.67,19499.99,18600,899.99
T00169,2026-05-30,C0017,Budget,West,Ahmedabad,P005,Office Chair,Furniture,3,9795.32,10.0,Debit Card,Marketplace,3.7,5,29385.96,2938.6,26447.36,23400,3047.36
T00170,2026-05-08,C0067,Regular,South,Hyderabad,P002,Smartphone,Electronics,4,31957.48,15.0,UPI,Website,3.6,4,127829.92,19174.49,108655.43,112000,-3344.57
T00171,2026-09-09,C0077,Budget,West,Mumbai,P007,Backpack,Fashion,5,2367.41,15.0,Debit Card,Marketplace,4.4,8,11837.05,1775.56,10061.49,9000,1061.49
T00172,2026-01-30,C0078,Regular,North,Jaipur,P005,Office Chair,Furniture,4,9575.24,10.0,UPI,Website,4.2,4,38300.96,3830.1,34470.86,31200,3270.86
T00173,2026-06-22,C0071,Regular,South,Bengaluru,P003,Headphones,Electronics,5,4107.42,15.0,UPI,Website,3.7,6,20537.1,3080.56,17456.54,16000,1456.54
T00174,2026-09-22,C0064,Regular,West,Pune,P003,Headphones,Electronics,1,3515.05,5.0,Net Banking,Website,3.0,6,3515.05,175.75,3339.3,3200,139.3
T00175,2026-05-05,C0110,Regular,South,Chennai,P006,Study Table,Furniture,1,8164.5,20.0,Cash,Marketplace,3.6,1,8164.5,1632.9,6531.6,6200,331.6
T00176,2026-06-21,C0137,Regular,South,Chennai,P009,Coffee Maker,Home Appliances,2,5266.48,15.0,UPI,Website,3.7,4,10532.96,1579.94,8953.02,9600,-646.98
T00177,2026-08-20,C0021,Regular,West,Pune,P008,Running Shoes,Fashion,3,4623.43,10.0,Net Banking,Mobile App,4.9,6,13870.29,1387.03,12483.26,10500,1983.26
T00178,2026-09-14,C0072,Regular,North,Jaipur,P008,Running Shoes,Fashion,6,4028.23,5.0,UPI,Website,4.1,3,24169.38,1208.47,22960.91,21000,1960.91
T00179,2026-05-22,C0035,Regular,West,Ahmedabad,P003,Headphones,Electronics,6,3742.28,10.0,Net Banking,Website,3.9,4,22453.68,2245.37,20208.31,19200,1008.31
T00180,2026-09-02,C0062,Regular,North,Jaipur,P009,Coffee Maker,Home Appliances,4,5553.24,10.0,UPI,Website,4.1,2,22212.96,2221.3,19991.66,19200,791.66
T00181,2026-05-27,C0139,Premium,North,Lucknow,P009,Coffee Maker,Home Appliances,2,5222.45,15.0,Cash,Website,2.8,1,10444.9,1566.74,8878.16,9600,-721.84
T00182,2026-09-07,C0008,Budget,West,Mumbai,P003,Headphones,Electronics,3,3712.37,15.0,Cash,Marketplace,4.5,2,11137.11,1670.57,9466.54,9600,-133.46
T00183,2026-08-31,C0143,Regular,West,Pune,P002,Smartphone,Electronics,3,34394.85,20.0,Credit Card,Mobile App,3.3,7,103184.55,20636.91,82547.64,84000,-1452.36
T00184,2026-09-16,C0084,Regular,East,Bhubaneswar,P005,Office Chair,Furniture,1,8667.74,5.0,Cash,Marketplace,4.0,3,8667.74,433.39,8234.35,7800,434.35
T00185,2026-08-01,C0062,Regular,North,Delhi,P007,Backpack,Fashion,2,2162.14,0.0,UPI,Mobile App,4.6,5,4324.28,0.0,4324.28,3600,724.28
T00186,2026-01-30,C0108,Budget,East,Bhubaneswar,P004,Keyboard,Electronics,1,2698.27,20.0,Debit Card,Mobile App,5.0,5,2698.27,539.65,2158.62,2200,-41.38
T00187,2026-06-16,C0034,Premium,North,Lucknow,P006,Study Table,Furniture,2,7702.2,15.0,Cash,Mobile App,3.9,5,15404.4,2310.66,13093.74,12400,693.74
T00188,2026-03-05,C0069,Regular,South,Chennai,P007,Backpack,Fashion,2,1978.85,10.0,Net Banking,Mobile App,3.4,4,3957.7,395.77,3561.93,3600,-38.07
T00189,2026-09-17,C0107,Regular,North,Jaipur,P005,Office Chair,Furniture,1,9488.49,25.0,Credit Card,Website,3.5,3,9488.49,2372.12,7116.37,7800,-683.63
T00190,2026-03-28,C0134,Regular,South,Chennai,P010,Air Fryer,Home Appliances,1,9634.31,5.0,Net Banking,Mobile App,4.1,2,9634.31,481.72,9152.59,7200,1952.59
T00191,2026-06-11,C0109,Budget,North,Delhi,P004,Keyboard,Electronics,2,2697.6,5.0,Debit Card,Marketplace,4.7,3,5395.2,269.76,5125.44,4400,725.44
T00192,2026-04-02,C0024,Budget,East,Bhubaneswar,P001,Laptop,Electronics,2,59954.28,25.0,Cash,Mobile App,2.4,3,119908.56,29977.14,89931.42,104000,-14068.58
T00193,2026-01-08,C0028,Budget,West,Pune,P007,Backpack,Fashion,2,2245.64,5.0,Cash,Mobile App,4.2,5,4491.28,224.56,4266.72,3600,666.72
T00194,2026-01-20,C0046,Premium,South,Chennai,P002,Smartphone,Electronics,4,31183.65,15.0,UPI,Marketplace,3.4,4,124734.6,18710.19,106024.41,112000,-5975.59
T00195,2026-08-04,C0143,Regular,West,Pune,P006,Study Table,Furniture,2,7174.4,5.0,UPI,Website,4.3,5,14348.8,717.44,13631.36,12400,1231.36
T00196,2026-04-26,C0081,Regular,South,Hyderabad,P007,Backpack,Fashion,3,2336.0,10.0,UPI,Marketplace,4.4,1,7008.0,700.8,6307.2,5400,907.2
T00197,2026-02-23,C0138,Premium,East,Patna,P008,Running Shoes,Fashion,4,4658.15,0.0,Cash,Website,3.6,6,18632.6,0.0,18632.6,14000,4632.6
T00198,2026-01-30,C0135,Premium,North,Delhi,P008,Running Shoes,Fashion,6,3969.62,25.0,Net Banking,Marketplace,,5,23817.72,5954.43,17863.29,21000,-3136.71
T00199,2026-07-10,C0104,Regular,West,Mumbai,P009,Coffee Maker,Home Appliances,4,6330.21,15.0,Credit Card,Website,2.9,1,25320.84,3798.13,21522.71,19200,2322.71
T00200,2026-02-14,C0061,Premium,North,Lucknow,P006,Study Table,Furniture,3,7661.97,15.0,Credit Card,Website,4.9,4,22985.91,3447.89,19538.02,18600,938.02
T00201,2026-08-03,C0120,Regular,East,Bhubaneswar,P001,Laptop,Electronics,2,60305.88,5.0,Debit Card,Website,4.7,5,120611.76,6030.59,114581.17,104000,10581.17
T00202,2026-08-02,C0031,Budget,South,Chennai,P010,Air Fryer,Home Appliances,3,8471.59,10.0,Credit Card,Mobile App,3.6,4,25414.77,2541.48,22873.29,21600,1273.29
T00203,2026-01-30,C0004,Premium,East,Bhubaneswar,P005,Office Chair,Furniture,1,9062.53,5.0,Credit Card,Mobile App,4.4,6,9062.53,453.13,8609.4,7800,809.4
T00204,2026-04-06,C0038,Budget,South,Bengaluru,P003,Headphones,Electronics,1,3897.62,0.0,Credit Card,Mobile App,4.3,4,3897.62,0.0,3897.62,3200,697.62
T00205,2026-04-10,C0082,Budget,North,Lucknow,P009,Coffee Maker,Home Appliances,1,5916.22,20.0,Cash,Mobile App,4.4,4,5916.22,1183.24,4732.98,4800,-67.02
T00206,2026-04-30,C0138,Premium,East,Kolkata,P007,Backpack,Fashion,2,2132.4,10.0,Cash,Mobile App,4.1,4,4264.8,426.48,3838.32,3600,238.32
T00207,2026-07-30,C0140,Budget,West,Mumbai,P007,Backpack,Fashion,5,2074.72,10.0,UPI,Website,4.0,5,10373.6,1037.36,9336.24,9000,336.24
T00208,2026-01-13,C0141,Regular,South,Hyderabad,P002,Smartphone,Electronics,3,36067.1,0.0,Credit Card,Website,1.0,8,108201.3,0.0,108201.3,84000,24201.3
T00209,2026-09-21,C0007,Premium,West,Mumbai,P008,Running Shoes,Fashion,3,3813.96,10.0,Debit Card,Website,3.2,7,11441.88,1144.19,10297.69,10500,-202.31
T00210,2026-02-18,C0118,Budget,East,Bhubaneswar,P006,Study Table,Furniture,1,6767.99,15.0,Cash,Website,3.0,2,6767.99,1015.2,5752.79,6200,-447.21
T00211,2026-07-01,C0116,Premium,North,Jaipur,P004,Keyboard,Electronics,2,2616.15,10.0,Debit Card,Marketplace,3.9,3,5232.3,523.23,4709.07,4400,309.07
T00212,2026-06-30,C0134,Regular,West,Ahmedabad,P008,Running Shoes,Fashion,4,4272.62,25.0,Cash,Website,3.4,5,17090.48,4272.62,12817.86,14000,-1182.14
T00213,2026-06-09,C0075,Budget,East,Patna,P007,Backpack,Fashion,2,2371.32,15.0,UPI,Website,3.7,3,4742.64,711.4,4031.24,3600,431.24
T00214,2026-08-06,C0004,Budget,West,Mumbai,P003,Headphones,Electronics,1,3874.24,15.0,UPI,Website,5.0,5,3874.24,581.14,3293.1,3200,93.1
T00215,2026-01-26,C0025,Budget,East,Bhubaneswar,P004,Keyboard,Electronics,1,2492.32,0.0,Cash,Website,4.0,5,2492.32,0.0,2492.32,2200,292.32
T00216,2026-08-04,C0057,Budget,West,Ahmedabad,P007,Backpack,Fashion,1,2111.76,20.0,,Mobile App,4.3,4,2111.76,422.35,1689.41,1800,-110.59
T00217,2026-01-15,C0061,Budget,South,Bengaluru,P005,Office Chair,Furniture,1,10441.41,10.0,Cash,Mobile App,3.2,4,10441.41,1044.14,9397.27,7800,1597.27
T00218,2026-06-10,C0075,Budget,South,Hyderabad,P002,Smartphone,Electronics,2,31821.44,,Debit Card,Website,3.5,5,63642.88,0.0,63642.88,56000,7642.88
T00219,2026-01-19,C0055,Regular,East,Patna,P010,Air Fryer,Home Appliances,2,8280.55,10.0,Credit Card,Marketplace,4.4,3,16561.1,1656.11,14904.99,14400,504.99
T00220,2026-01-08,C0141,Budget,West,Pune,P007,Backpack,Fashion,2,2407.11,25.0,Net Banking,Website,4.9,6,4814.22,1203.56,3610.66,3600,10.66
T00221,2026-04-11,C0104,Budget,North,Jaipur,P008,Running Shoes,Fashion,2,3791.44,0.0,Debit Card,Website,3.6,1,7582.88,0.0,7582.88,7000,582.88
T00222,2026-05-09,C0089,Budget,West,Mumbai,P002,Smartphone,Electronics,1,33247.64,20.0,UPI,Mobile App,3.9,3,33247.64,6649.53,26598.11,28000,-1401.89
T00223,2026-04-24,C0001,Premium,South,Bengaluru,P008,Running Shoes,Fashion,1,4313.05,5.0,Cash,Marketplace,3.5,5,4313.05,215.65,4097.4,3500,597.4
T00224,2026-05-19,C0056,Regular,West,Pune,P009,Coffee Maker,Home Appliances,1,6415.8,10.0,Debit Card,Website,3.9,4,6415.8,641.58,5774.22,4800,974.22
T00225,2026-03-25,C0143,Regular,South,Hyderabad,P010,Air Fryer,Home Appliances,5,8591.41,15.0,Cash,Mobile App,3.6,2,42957.05,6443.56,36513.49,36000,513.49
T00226,2026-07-14,C0111,Budget,West,Pune,P001,Laptop,Electronics,1,69368.61,10.0,Cash,Mobile App,3.6,6,69368.61,6936.86,62431.75,52000,10431.75
T00227,2026-03-10,C0095,Premium,West,Pune,P009,Coffee Maker,Home Appliances,2,5550.08,10.0,UPI,Website,4.4,1,11100.16,1110.02,9990.14,9600,390.14
T00228,2026-06-28,C0086,Regular,North,Jaipur,P002,Smartphone,Electronics,1,30316.28,10.0,Net Banking,Website,4.5,7,30316.28,3031.63,27284.65,28000,-715.35
T00229,2026-07-25,C0126,Regular,South,Bengaluru,P004,Keyboard,Electronics,2,2569.23,15.0,Net Banking,Marketplace,3.6,7,5138.46,770.77,4367.69,4400,-32.31
T00230,2026-06-11,C0009,Regular,East,Kolkata,P004,Keyboard,Electronics,2,2823.77,0.0,Credit Card,Mobile App,4.3,4,5647.54,0.0,5647.54,4400,1247.54
T00231,2026-03-22,C0127,Budget,East,Patna,P008,Running Shoes,Fashion,1,4265.59,10.0,Debit Card,Marketplace,3.7,6,4265.59,426.56,3839.03,3500,339.03
T00232,2026-01-03,C0081,Regular,North,Delhi,P002,Smartphone,Electronics,2,32777.22,25.0,Net Banking,Mobile App,5.0,1,65554.44,16388.61,49165.83,56000,-6834.17
T00233,2026-02-12,C0116,Premium,South,Chennai,P002,Smartphone,Electronics,4,,10.0,Credit Card,Mobile App,4.0,10,143169.6,14316.96,128852.64,112000,16852.64
T00234,2026-01-13,C0064,Regular,East,Kolkata,P010,Air Fryer,Home Appliances,1,8757.32,15.0,Debit Card,Website,3.7,2,8757.32,1313.6,7443.72,7200,243.72
T00235,2026-04-24,C0016,Budget,South,Chennai,P007,Backpack,Fashion,4,2065.73,10.0,Debit Card,Website,3.8,4,8262.92,826.29,7436.63,7200,236.63
T00236,2026-01-05,C0057,Budget,South,Chennai,P004,Keyboard,Electronics,1,2620.52,20.0,Cash,Website,3.5,6,2620.52,524.1,2096.42,2200,-103.58
T00237,2026-05-21,C0084,Regular,South,Hyderabad,P007,Backpack,Fashion,1,2043.83,10.0,Debit Card,Mobile App,4.3,4,2043.83,204.38,1839.45,1800,39.45
T00238,2026-06-18,C0082,Regular,West,Pune,P005,Office Chair,Furniture,6,8641.17,,UPI,Website,3.5,4,51847.02,5184.7,46662.32,46800,-137.68
T00239,2026-01-22,C0039,Premium,East,Bhubaneswar,P005,Office Chair,Furniture,1,9029.39,15.0,Net Banking,Website,4.1,2,9029.39,1354.41,7674.98,7800,-125.02
T00240,2026-09-23,C0073,Regular,East,Patna,P006,Study Table,Furniture,3,7874.15,10.0,UPI,Mobile App,5.0,2,23622.45,2362.24,21260.21,18600,2660.21
T00241,2026-01-25,C0028,Regular,North,Lucknow,P009,Coffee Maker,Home Appliances,1,5945.51,15.0,Cash,Mobile App,3.8,1,5945.51,891.83,5053.68,4800,253.68
T00242,2026-05-25,C0074,Premium,West,Mumbai,P009,Coffee Maker,Home Appliances,1,6055.51,25.0,Credit Card,Website,4.2,4,6055.51,1513.88,4541.63,4800,-258.37
T00243,2026-09-30,C0043,Regular,South,Hyderabad,P009,Coffee Maker,Home Appliances,2,5752.15,25.0,Credit Card,Mobile App,4.4,2,11504.3,2876.08,8628.22,9600,-971.78
T00244,2026-03-10,C0043,Regular,West,Ahmedabad,P008,Running Shoes,Fashion,1,4014.72,5.0,Debit Card,Mobile App,4.4,7,4014.72,200.74,3813.98,3500,313.98
T00245,2026-06-13,C0063,Regular,East,Bhubaneswar,P004,Keyboard,Electronics,2,2901.67,10.0,Debit Card,Mobile App,4.6,6,5803.34,580.33,5223.01,4400,823.01
T00246,2026-07-01,C0037,Regular,South,Hyderabad,P008,Running Shoes,Fashion,2,3974.88,15.0,Debit Card,Mobile App,3.1,5,7949.76,1192.46,6757.3,7000,-242.7
T00247,2026-01-18,C0098,Regular,East,Bhubaneswar,P005,Office Chair,Furniture,2,8728.08,15.0,Debit Card,Mobile App,4.3,1,17456.16,2618.42,14837.74,15600,-762.26
T00248,2026-08-30,C0121,Regular,South,Hyderabad,P005,Office Chair,Furniture,5,8645.96,15.0,Cash,Website,4.5,5,43229.8,6484.47,36745.33,39000,-2254.67
T00249,2026-08-22,C0023,Regular,West,Ahmedabad,P002,Smartphone,Electronics,1,32582.14,5.0,Cash,Website,4.3,5,32582.14,1629.11,30953.03,28000,2953.03
T00250,2026-04-07,C0113,Premium,South,Hyderabad,P010,Air Fryer,Home Appliances,2,8465.0,10.0,UPI,Website,3.7,6,16930.0,1693.0,15237.0,14400,837.0
T00251,2026-08-02,C0029,Regular,South,Bengaluru,P007,Backpack,Fashion,4,2361.36,15.0,Cash,Mobile App,3.9,1,9445.44,1416.82,8028.62,7200,828.62
T00252,2026-05-30,C0033,Regular,South,Hyderabad,P001,Laptop,Electronics,3,66442.91,10.0,Debit Card,Mobile App,4.7,8,199328.73,19932.87,179395.86,156000,23395.86
T00253,2026-05-27,C0118,Regular,North,Jaipur,P007,Backpack,Fashion,1,1972.06,10.0,Net Banking,Mobile App,4.0,4,1972.06,197.21,1774.85,1800,-25.15
T00254,2026-05-21,C0129,Regular,West,Mumbai,P006,Study Table,Furniture,3,7871.39,5.0,Cash,Mobile App,4.5,4,23614.17,1180.71,22433.46,18600,3833.46
T00255,2026-04-13,C0053,Budget,South,Chennai,P005,Office Chair,Furniture,1,10034.67,15.0,UPI,Marketplace,3.4,7,10034.67,1505.2,8529.47,7800,729.47
T00256,2026-04-30,C0056,Budget,West,Ahmedabad,P007,Backpack,Fashion,1,1948.85,15.0,UPI,Marketplace,3.8,3,1948.85,292.33,1656.52,1800,-143.48
T00257,2026-05-19,C0030,Regular,South,Hyderabad,P005,Office Chair,Furniture,1,10224.58,20.0,Credit Card,Marketplace,3.8,6,10224.58,2044.92,8179.66,7800,379.66
T00258,2026-02-14,C0079,Regular,,Hyderabad,P001,Laptop,Electronics,3,57200.44,10.0,Cash,Mobile App,3.3,3,171601.32,17160.13,154441.19,156000,-1558.81
T00259,2026-04-17,C0096,Premium,South,Hyderabad,P008,Running Shoes,Fashion,2,4129.16,0.0,Debit Card,Marketplace,3.7,6,8258.32,0.0,8258.32,7000,1258.32
T00260,2026-09-07,C0058,Budget,East,Bhubaneswar,P008,Running Shoes,Fashion,2,,15.0,Cash,Website,4.7,6,7685.62,1152.84,6532.78,7000,-467.22
T00261,2026-08-08,C0134,Regular,,Lucknow,P007,Backpack,Fashion,3,2026.56,5.0,UPI,Website,3.2,8,6079.68,303.98,5775.7,5400,375.7
T00262,2026-09-26,C0011,Regular,West,Pune,P006,Study Table,Furniture,3,6957.94,10.0,Debit Card,Website,4.7,30,20873.82,2087.38,18786.44,18600,186.44
T00263,2026-05-26,C0062,Budget,West,Pune,P005,Office Chair,Furniture,1,8586.1,15.0,UPI,Website,4.1,5,8586.1,1287.92,7298.18,7800,-501.82
T00264,2026-03-15,C0132,Regular,South,Bengaluru,P009,Coffee Maker,Home Appliances,2,5544.88,,Net Banking,Mobile App,3.6,5,11089.76,1663.46,9426.3,9600,-173.7
T00265,2026-01-05,C0060,Premium,North,Delhi,P003,Headphones,Electronics,1,4215.62,5.0,Credit Card,Mobile App,3.1,3,4215.62,210.78,4004.84,3200,804.84
T00266,2026-07-01,C0125,Premium,South,Hyderabad,P010,Air Fryer,Home Appliances,6,9380.61,15.0,Debit Card,Marketplace,4.8,2,56283.66,8442.55,47841.11,43200,4641.11
T00267,2026-09-26,C0113,Budget,West,Pune,P001,Laptop,Electronics,2,64179.12,5.0,Debit Card,Website,4.2,7,128358.24,6417.91,121940.33,104000,17940.33
T00268,2026-07-02,C0099,Budget,South,Bengaluru,P003,Headphones,Electronics,1,4116.4,10.0,Cash,Marketplace,5.0,8,4116.4,411.64,3704.76,3200,504.76
T00269,2026-02-17,C0087,Budget,West,Ahmedabad,P008,Running Shoes,Fashion,3,3910.82,,Credit Card,Website,3.0,4,11732.46,1173.25,10559.21,10500,59.21
T00270,2026-07-22,C0032,Regular,West,Pune,P007,Backpack,Fashion,4,2291.54,10.0,Credit Card,Website,4.1,5,9166.16,916.62,8249.54,7200,1049.54
T00271,2026-03-05,C0071,Regular,North,Lucknow,P007,Backpack,Fashion,3,2077.79,5.0,Net Banking,Website,3.1,8,6233.37,311.67,5921.7,5400,521.7
T00272,2026-09-25,C0040,Budget,West,Pune,P001,Laptop,Electronics,4,64720.15,15.0,Debit Card,Mobile App,4.8,5,258880.6,38832.09,220048.51,208000,12048.51
T00273,2026-01-08,C0029,Regular,East,Bhubaneswar,P006,Study Table,Furniture,3,7290.14,0.0,UPI,Mobile App,3.3,5,21870.42,0.0,21870.42,18600,3270.42
T00274,2026-03-14,C0037,Budget,West,Ahmedabad,P007,Backpack,Fashion,2,2332.84,20.0,upi,Mobile App,3.7,4,4665.68,933.14,3732.54,3600,132.54
T00275,2026-04-08,C0071,Regular,West,Mumbai,P007,Backpack,Fashion,5,2092.74,10.0,Credit Card,Mobile App,,2,10463.7,1046.37,9417.33,9000,417.33
T00276,2026-04-20,C0136,Regular,South,Bengaluru,P008,Running Shoes,Fashion,6,4195.55,5.0,Net Banking,Marketplace,3.1,1,25173.3,1258.66,23914.64,21000,2914.64
T00277,2026-05-10,C0031,Regular,South,Bengaluru,P002,Smartphone,Electronics,5,36112.63,0.0,,Mobile App,4.0,2,180563.15,0.0,180563.15,140000,40563.15
T00278,2026-03-06,C0057,Regular,West,Pune,P003,Headphones,Electronics,1,3606.55,20.0,Cash,Mobile App,5.0,3,3606.55,721.31,2885.24,3200,-314.76
T00279,2026-06-16,C0013,Budget,East,Patna,P010,Air Fryer,Home Appliances,3,8163.33,0.0,debit card,Marketplace,4.0,3,24489.99,0.0,24489.99,21600,2889.99
T00280,2026-08-15,C0048,Regular,South,Bengaluru,P005,Office Chair,Furniture,2,10189.31,5.0,Net Banking,Mobile App,4.6,4,20378.62,1018.93,19359.69,15600,3759.69
T00281,2026-04-05,C0054,Regular,West,Mumbai,P002,Smartphone,Electronics,2,34619.62,10.0,UPI,Mobile App,3.6,3,69239.24,6923.92,62315.32,56000,6315.32
T00282,2026-04-06,C0072,Regular,West,Mumbai,P003,Headphones,Electronics,1,3613.97,15.0,Debit Card,Marketplace,3.8,5,3613.97,542.1,3071.87,3200,-128.13
T00283,2026-09-11,C0084,Regular,East,Kolkata,P008,Running Shoes,Fashion,1,4415.76,5.0,Net Banking,Website,4.2,5,4415.76,220.79,4194.97,3500,694.97
T00284,2026-02-27,C0072,Budget,East,Kolkata,P003,Headphones,Electronics,1,3934.95,5.0,Cash,Marketplace,,4,3934.95,196.75,3738.2,3200,538.2
T00285,2026-01-02,C0145,Regular,West,Mumbai,P005,Office Chair,Furniture,2,10025.77,5.0,Cash,Mobile App,4.8,3,20051.54,1002.58,19048.96,15600,3448.96
T00286,2026-05-23,C0108,Regular,North,Delhi,P008,Running Shoes,Fashion,1,4391.04,5.0,Net Banking,Website,3.5,5,4391.04,219.55,4171.49,3500,671.49
T00287,2026-09-25,C0065,Regular,South,Bengaluru,P008,Running Shoes,Fashion,5,3958.74,20.0,Credit Card,Website,3.7,5,19793.7,3958.74,15834.96,17500,-1665.04
T00288,2026-04-12,C0054,Premium,West,Pune,P007,Backpack,Fashion,2,2395.56,10.0,UPI,Website,3.9,4,4791.12,479.11,4312.01,3600,712.01
T00289,2026-07-03,C0028,Budget,West,Ahmedabad,P001,Laptop,Electronics,3,64545.99,15.0,Cash,Marketplace,3.4,6,193637.97,29045.7,164592.27,156000,8592.27
T00290,2026-07-07,C0083,Regular,South,Chennai,P005,Office Chair,Furniture,3,9567.6,5.0,Debit Card,Website,4.6,3,28702.8,1435.14,27267.66,23400,3867.66
T00291,2026-05-17,C0111,Premium,North,Delhi,P010,Air Fryer,Home Appliances,1,8500.16,20.0,Net Banking,Website,3.6,1,8500.16,1700.03,6800.13,7200,-399.87
T00292,2026-01-10,C0067,Regular,West,Ahmedabad,P003,Headphones,Electronics,2,4027.89,15.0,Debit Card,Mobile App,4.4,2,8055.78,1208.37,6847.41,6400,447.41
T00293,2026-06-25,C0112,Regular,South,Chennai,P009,Coffee Maker,Home Appliances,2,6165.67,5.0,UPI,Mobile App,4.1,5,12331.34,616.57,11714.77,9600,2114.77
T00294,2026-09-07,C0110,Regular,West,Pune,P002,Smartphone,Electronics,2,31123.94,15.0,UPI,Website,4.1,2,62247.88,9337.18,52910.7,56000,-3089.3
T00295,2026-05-31,C0040,Regular,West,Ahmedabad,P001,Laptop,Electronics,3,57646.18,20.0,UPI,Marketplace,3.9,3,172938.54,34587.71,138350.83,156000,-17649.17
T00296,2026-07-16,C0073,Budget,West,Pune,P006,Study Table,Furniture,2,6894.72,25.0,,Mobile App,4.0,4,13789.44,3447.36,10342.08,12400,-2057.92
T00297,2026-08-08,C0122,Budget,South,Hyderabad,P002,Smartphone,Electronics,2,32480.46,20.0,Credit Card,Mobile App,3.7,4,64960.92,12992.18,51968.74,56000,-4031.26
T00298,2026-07-10,C0149,Regular,North,Delhi,P005,Office Chair,Furniture,1,9717.02,5.0,Debit Card,Website,4.7,3,9717.02,485.85,9231.17,7800,1431.17
T00299,2026-06-12,C0110,Premium,South,Chennai,P002,Smartphone,Electronics,4,32949.01,20.0,Cash,Mobile App,4.5,5,131796.04,26359.21,105436.83,112000,-6563.17
T00300,2026-01-26,C0047,Regular,South,Hyderabad,P001,Laptop,Electronics,3,57235.02,10.0,Net Banking,Website,4.8,7,171705.06,17170.51,154534.55,156000,-1465.45
T00301,2026-01-19,C0063,Budget,South,Bengaluru,P008,Running Shoes,Fashion,1,4174.7,0.0,Net Banking,Mobile App,3.2,5,4174.7,0.0,4174.7,3500,674.7
T00302,2026-02-19,C0065,Regular,East,Bhubaneswar,P009,Coffee Maker,Home Appliances,4,5976.93,10.0,Credit card,Mobile App,4.8,7,23907.72,2390.77,21516.95,19200,2316.95
T00303,2026-08-25,C0031,Premium,North,Lucknow,P003,Headphones,Electronics,2,3481.19,20.0,Debit Card,Website,4.6,3,6962.38,1392.48,5569.9,6400,-830.1
T00304,2026-08-18,C0146,Premium,North,Lucknow,P004,Keyboard,Electronics,2,2545.71,0.0,Cash,Mobile App,4.5,5,5091.42,0.0,5091.42,4400,691.42
